date,close,open,high,low
2010/09/01,9369.35,8927.02,9626.09,8927.02
2010/10/01,9202.45,9404.23,9691.43,9202.45
2010/11/01,9937.04,9154.72,10125.99,9154.72
2010/12/01,10228.92,9988.05,10370.53,9988.05
2011/01/01,10237.92,10398.1,10589.76,10237.92
2011/02/01,10624.09,10274.5,10857.53,10274.5
2011/03/01,9755.1,10754.03,10754.03,8605.15
2011/04/01,9849.74,9708.39,9849.74,9441.03
2011/05/01,9693.73,10004.2,10004.2,9422.88
2011/06/01,9816.09,9719.61,9816.09,9351.4
2011/07/01,9833.03,9868.07,10137.73,9833.03
2011/08/01,8955.2,9965.01,9965.01,8628.13
2011/09/01,8700.29,9060.8,9060.8,8374.13
2011/10/01,8988.39,8545.48,9050.47,8382.98
2011/11/01,8434.61,8835.52,8835.52,8160.01
2011/12/01,8455.35,8597.38,8722.17,8296.12
2012/01/01,8802.51,8560.11,8883.69,8378.36
2012/02/01,9723.24,8809.79,9723.24,8809.79
2012/03/01,10083.56,9707.37,10255.15,9576.06
2012/04/01,9520.89,10109.87,10109.87,9458.74
2012/05/01,8542.73,9350.95,9380.25,8542.73
2012/06/01,9006.78,8440.25,9006.78,8295.63
2012/07/01,8695.06,9003.48,9104.17,8365.9
2012/08/01,8839.91,8641.85,9178.12,8555.11
2012/09/01,8870.16,8783.89,9232.21,8679.82
2012/10/01,8928.29,8796.51,9055.2,8534.12
2012/11/01,9446.01,8946.87,9446.01,8661.05
2012/12/01,10395.18,9458.18,10395.18,9432.46
2013/01/01,11138.66,10688.11,11138.66,10486.99
2013/02/01,11559.36,11191.34,11662.52,11046.92
2013/03/01,12397.91,11606.38,12635.69,11606.38
2013/04/01,13860.86,12135.02,13926.08,12003.43
2013/05/01,13774.54,13799.35,15627.26,13589.03
2013/06/01,13677.32,13261.82,13677.32,12445.38
2013/07/01,13668.32,13852.5,14808.5,13661.13
2013/08/01,13388.86,14005.77,14466.16,13338.46
2013/09/01,14455.8,13572.92,14799.12,13572.92
2013/10/01,14327.94,14484.72,14713.25,13853.32
2013/11/01,15661.87,14201.57,15727.12,14086.8
2013/12/01,16291.31,15655.07,16291.31,15152.91
2014/01/01,14914.53,15908.88,16121.45,14914.53
2014/02/01,14841.07,14619.13,15051.6,14008.47
2014/03/01,14827.83,14652.23,15274.07,14224.23
2014/04/01,14304.11,14791.99,15071.88,13910.16
2014/05/01,14632.38,14485.13,14681.72,14006.44
2014/06/01,15162.1,14935.92,15376.24,14933.29
2014/07/01,15620.77,15326.2,15646.23,15164.04
2014/08/01,15424.59,15523.11,15613.25,14778.37
2014/09/01,16173.52,15476.6,16374.14,15476.6
2014/10/01,16413.76,16082.25,16413.76,14532.51
2014/11/01,17459.85,16862.47,17490.83,16780.53
2014/12/01,17450.77,17590.1,17935.64,16755.32
2015/01/01,17674.39,17408.71,17795.73,16795.96
2015/02/01,18797.94,17558.04,18797.94,17335.85
2015/03/01,19206.99,18826.88,19754.36,18665.11
2015/04/01,19520.01,19034.84,20187.65,19034.84
2015/05/01,20563.15,19531.63,20563.15,19291.99
2015/06/01,20235.73,20569.87,20868.03,19990.82
2015/07/01,20585.24,20329.32,20841.97,19737.64
2015/08/01,18890.48,20548.11,20808.69,17806.7
2015/09/01,17388.15,18165.69,18770.51,16930.84
2015/10/01,19083.1,17722.42,19083.1,17722.42
2015/11/01,19747.47,18683.24,19944.41,18683.24
2015/12/01,19033.71,20012.4,20012.4,18565.9
2016/01/01,17518.3,18450.98,18450.98,16017.26
2016/02/01,16026.76,17865.23,17865.23,14952.61
2016/03/01,16758.67,16085.51,17233.75,16085.51
2016/04/01,16666.05,16164.16,17572.49,15715.36
2016/05/01,17234.98,16147.38,17234.98,16106.72
2016/06/01,15575.92,16955.73,16955.73,14952.02
2016/07/01,16569.27,15682.48,16810.22,15106.98
2016/08/01,16887.4,16635.77,16919.92,16083.11
2016/09/01,16449.84,16926.84,17081.98,16405.01
2016/10/01,17425.02,16598.67,17446.41,16598.67
2016/11/01,18308.48,17442.4,18381.22,16251.54
2016/12/01,19114.37,18513.12,19494.53,18274.99
2017/01/01,19041.34,19594.16,19594.16,18787.99
2017/02/01,19118.99,19148.08,19459.15,18907.67
2017/03/01,18909.26,19393.54,19633.75,18909.26
2017/04/01,19196.74,18983.23,19289.43,18335.63
2017/05/01,19650.57,19310.52,19961.55,19310.52
2017/06/01,20033.43,19860.03,20230.41,19831.82
2017/07/01,19925.18,20055.8,20195.48,19925.18
2017/08/01,19646.24,19985.79,20080.04,19353.77
2017/09/01,20356.28,19691.47,20397.58,19274.82
2017/10/01,22011.61,20400.78,22011.67,20400.78
2017/11/01,22724.96,22420.08,22937.6,22028.32
2017/12/01,22764.94,22819.03,22939.18,22177.04
2018/01/01,23098.29,23506.33,24124.15,23098.29
2018/02/01,22068.24,23486.11,23486.11,21154.17
2018/03/01,21454.3,21724.47,21968.1,20617.86
2018/04/01,22467.87,21388.58,22467.87,21292.29
2018/05/01,22201.82,22508.03,23002.37,22018.52
2018/06/01,22304.51,22171.35,22966.38,22171.35
2018/07/01,22553.72,21811.93,22794.19,21546.99
2018/08/01,22865.15,22746.7,22869.5,21857.43
2018/09/01,24120.04,22707.38,24120.04,22307.06
2018/10/01,21920.46,24245.76,24270.62,21149.8
2018/11/01,22351.06,21687.65,22486.92,21507.54
2018/12/01,20014.77,22574.76,22574.76,19155.74
2019/01/01,20773.49,19561.96,20773.56,19561.96
2019/02/01,21385.16,20788.39,21556.51,20333.17
2019/03/01,21205.81,21602.69,21822.04,20977.11
2019/04/01,22258.73,21509.03,22307.58,21505.31
2019/05/01,20601.19,21923.72,21923.72,20601.19
2019/06/01,21258.64,20410.88,21462.86,20408.54
